division,ticket_id
NOROESTE,TK037028
NOROESTE,TK037029
METROPOLITANA SUR,TK037030
SURESTE,TK037031
NOROESTE,TK037032
SUR,TK037033
NOROESTE,TK037034
NOROESTE,TK037035
SUR,TK037036
NOROESTE,TK037037
METROPOLITANA NORTE,TK037038
NORESTE,TK037039
SUR,TK037040
OCCIDENTE,TK037041
NORESTE,TK037042
METROPOLITANA SUR,TK037043
SURESTE,TK037044
NOROESTE,TK037045
BAJIO,TK037046
SUR,TK037047
METROPOLITANA SUR,TK037048
SUR,TK037049
METROPOLITANA NORTE,TK037050
METROPOLITANA NORTE,TK037051
NOROESTE,TK037052
NORESTE,TK037053
NORESTE,TK037054
OCCIDENTE,TK037055
NOROESTE,TK037056
METROPOLITANA NORTE,TK037057
NOROESTE,TK037058
OCCIDENTE,TK037059
NORESTE,TK037060
SUR,TK037061
OCCIDENTE,TK037062
SUR,TK037063
SURESTE,TK037064
SUR,TK037065
METROPOLITANA SUR,TK037066
BAJIO,TK037067
OCCIDENTE,TK037068
SUR,TK037069
SURESTE,TK037070
NOROESTE,TK037071
NOROESTE,TK037072
BAJIO,TK037073
SUR,TK037074
BAJIO,TK037075
NORESTE,TK037076
SUR,TK037077
BAJIO,TK037078
METROPOLITANA SUR,TK037079
NORESTE,TK037080
NORESTE,TK037081
OCCIDENTE,TK037082
METROPOLITANA SUR,TK037083
METROPOLITANA SUR,TK037084
OCCIDENTE,TK037085
METROPOLITANA SUR,TK037086
METROPOLITANA NORTE,TK037087
SUR,TK037088
NOROESTE,TK037089
SUR,TK037090
NOROESTE,TK037091
METROPOLITANA SUR,TK037092
SUR,TK037093
METROPOLITANA NORTE,TK037094
SUR,TK037095
METROPOLITANA NORTE,TK037096
OCCIDENTE,TK037097
NOROESTE,TK037098
SUR,TK037099
BAJIO,TK037100
NORESTE,TK037101
SURESTE,TK037102
METROPOLITANA SUR,TK037103
METROPOLITANA NORTE,TK037104
NOROESTE,TK037105
METROPOLITANA NORTE,TK037106
BAJIO,TK037107
BAJIO,TK037108
NOROESTE,TK037109
NORESTE,TK037110
NORESTE,TK037111
SURESTE,TK037112
NOROESTE,TK037113
METROPOLITANA NORTE,TK037114
NORESTE,TK037115
NOROESTE,TK037116
NOROESTE,TK037117
SURESTE,TK037118
NOROESTE,TK037119
SUR,TK037120
NOROESTE,TK037121
NOROESTE,TK037122
NOROESTE,TK037123
OCCIDENTE,TK037124
OCCIDENTE,TK037125
NOROESTE,TK037126
NOROESTE,TK037127
NOROESTE,TK037128
SUR,TK037129
SUR,TK037130
METROPOLITANA NORTE,TK037131
NORESTE,TK037132
SUR,TK037133
BAJIO,TK037134
NOROESTE,TK037135
METROPOLITANA NORTE,TK037136
NORESTE,TK037137
METROPOLITANA SUR,TK037138
NORESTE,TK037139
NORESTE,TK037140
NORESTE,TK037141
METROPOLITANA SUR,TK037142
OCCIDENTE,TK037143
NOROESTE,TK037144
NORESTE,TK037145
NORESTE,TK037146
NORESTE,TK037147
NOROESTE,TK037148
SUR,TK037149
SUR,TK037150
NORESTE,TK037151
SUR,TK037152
NOROESTE,TK037153
METROPOLITANA SUR,TK037154
SURESTE,TK037155
NORESTE,TK037156
SUR,TK037157
NOROESTE,TK037158
OCCIDENTE,TK037159
SUR,TK037160
OCCIDENTE,TK037161
NORESTE,TK037162
SUR,TK037163
SUR,TK037164
NORESTE,TK037165
SURESTE,TK037166
NOROESTE,TK037167
SURESTE,TK037168
NORESTE,TK037169
SUR,TK037170
SUR,TK037171
OCCIDENTE,TK037172
METROPOLITANA SUR,TK037173
NORESTE,TK037174
SUR,TK037175
METROPOLITANA NORTE,TK037176
SUR,TK037177
NORESTE,TK037178
NOROESTE,TK037179
NORESTE,TK037180
METROPOLITANA SUR,TK037181
OCCIDENTE,TK037182
NORESTE,TK037183
SURESTE,TK037184
BAJIO,TK037185
NOROESTE,TK037186
SUR,TK037187
BAJIO,TK037188
SUR,TK037189
METROPOLITANA SUR,TK037190
SURESTE,TK037191
METROPOLITANA NORTE,TK037192
METROPOLITANA NORTE,TK037193
SUR,TK037194
BAJIO,TK037195
OCCIDENTE,TK037196
NORESTE,TK037197
SUR,TK037198
OCCIDENTE,TK037199
METROPOLITANA NORTE,TK037200
BAJIO,TK037201
NOROESTE,TK037202
OCCIDENTE,TK037203
NORESTE,TK037204
BAJIO,TK037205
NORESTE,TK037206
NORESTE,TK037207
BAJIO,TK037208
METROPOLITANA NORTE,TK037209
OCCIDENTE,TK037210
BAJIO,TK037211
NORESTE,TK037212
METROPOLITANA NORTE,TK037213
NORESTE,TK037214
METROPOLITANA NORTE,TK037215
BAJIO,TK037216
OCCIDENTE,TK037217
NOROESTE,TK037218
SURESTE,TK037219
METROPOLITANA NORTE,TK037220
METROPOLITANA SUR,TK037221
SUR,TK037222
SUR,TK037223
METROPOLITANA NORTE,TK037224
NOROESTE,TK037225
OCCIDENTE,TK037226
METROPOLITANA SUR,TK037227
METROPOLITANA NORTE,TK037228
SUR,TK037229
NORESTE,TK037230
SUR,TK037231
METROPOLITANA NORTE,TK037232
NOROESTE,TK037233
NOROESTE,TK037234
SURESTE,TK037235
METROPOLITANA NORTE,TK037236
METROPOLITANA SUR,TK037237
METROPOLITANA NORTE,TK037238
METROPOLITANA NORTE,TK037239
METROPOLITANA NORTE,TK037240
NOROESTE,TK037241
NORESTE,TK037242
METROPOLITANA SUR,TK037243
BAJIO,TK037244
NORESTE,TK037245
SURESTE,TK037246
SUR,TK037247
SURESTE,TK037248
SUR,TK037249
NORESTE,TK037250
SUR,TK037251
SUR,TK037252
NOROESTE,TK037253
BAJIO,TK037254
BAJIO,TK037255
NOROESTE,TK037256
METROPOLITANA SUR,TK037257
NOROESTE,TK037258
SUR,TK037259
BAJIO,TK037260
OCCIDENTE,TK037261
OCCIDENTE,TK037262
NORESTE,TK037263
BAJIO,TK037264
SURESTE,TK037265
METROPOLITANA SUR,TK037266
OCCIDENTE,TK037267
SUR,TK037268
METROPOLITANA NORTE,TK037269
SURESTE,TK037270
METROPOLITANA NORTE,TK037271
NORESTE,TK037272
METROPOLITANA SUR,TK037273
NORESTE,TK037274
NOROESTE,TK037275
NOROESTE,TK037276
METROPOLITANA SUR,TK037277
NORESTE,TK037278
METROPOLITANA NORTE,TK037279
NORESTE,TK037280
METROPOLITANA NORTE,TK037281
NOROESTE,TK037282
OCCIDENTE,TK037283
SUR,TK037284
SUR,TK037285
SUR,TK037286
METROPOLITANA SUR,TK037287
BAJIO,TK037288
METROPOLITANA NORTE,TK037289
SUR,TK037290
METROPOLITANA SUR,TK037291
SUR,TK037292
METROPOLITANA NORTE,TK037293
METROPOLITANA SUR,TK037294
SUR,TK037295
METROPOLITANA SUR,TK037296
METROPOLITANA SUR,TK037297
OCCIDENTE,TK037298
OCCIDENTE,TK037299
OCCIDENTE,TK037300
METROPOLITANA NORTE,TK037301
SURESTE,TK037302
METROPOLITANA SUR,TK037303
NORESTE,TK037304
BAJIO,TK037305
NORESTE,TK037306
METROPOLITANA NORTE,TK037307
BAJIO,TK037308
OCCIDENTE,TK037309
BAJIO,TK037310
NOROESTE,TK037311
SUR,TK037312
OCCIDENTE,TK037313
METROPOLITANA NORTE,TK037314
OCCIDENTE,TK037315
NORESTE,TK037316
METROPOLITANA SUR,TK037317
SUR,TK037318
METROPOLITANA SUR,TK037319
NOROESTE,TK037320
SUR,TK037321
BAJIO,TK037322
OCCIDENTE,TK037323
NOROESTE,TK037324
BAJIO,TK037325
OCCIDENTE,TK037326
NORESTE,TK037327
METROPOLITANA NORTE,TK037328
METROPOLITANA SUR,TK037329
METROPOLITANA SUR,TK037330
SUR,TK037331
BAJIO,TK037332
OCCIDENTE,TK037333
METROPOLITANA SUR,TK037334
NOROESTE,TK037335
METROPOLITANA NORTE,TK037336
SUR,TK037337
OCCIDENTE,TK037338
METROPOLITANA NORTE,TK037339
BAJIO,TK037340
NOROESTE,TK037341
METROPOLITANA SUR,TK037342
NOROESTE,TK037343
OCCIDENTE,TK037344
NOROESTE,TK037345
METROPOLITANA SUR,TK037346
NORESTE,TK037347
METROPOLITANA NORTE,TK037348
SUR,TK037349
SUR,TK037350
BAJIO,TK037351
OCCIDENTE,TK037352
METROPOLITANA NORTE,TK037353
NORESTE,TK037354
SUR,TK037355
SURESTE,TK037356
SUR,TK037357
NOROESTE,TK037358
METROPOLITANA NORTE,TK037359
METROPOLITANA SUR,TK037360
BAJIO,TK037361
METROPOLITANA NORTE,TK037362
OCCIDENTE,TK037363
BAJIO,TK037364
NOROESTE,TK037365
NOROESTE,TK037366
NOROESTE,TK037367
NORESTE,TK037368
METROPOLITANA SUR,TK037369
METROPOLITANA SUR,TK037370
SURESTE,TK037371
METROPOLITANA SUR,TK037372
NORESTE,TK037373
BAJIO,TK037374
NORESTE,TK037375
METROPOLITANA SUR,TK037376
METROPOLITANA NORTE,TK037377
METROPOLITANA SUR,TK037378
METROPOLITANA SUR,TK037379
SUR,TK037380
BAJIO,TK037381
SURESTE,TK037382
SURESTE,TK037383
SUR,TK037384
METROPOLITANA NORTE,TK037385
NORESTE,TK037386
METROPOLITANA NORTE,TK037387
SUR,TK037388
BAJIO,TK037389
NORESTE,TK037390
NORESTE,TK037391
METROPOLITANA NORTE,TK037392
SURESTE,TK037393
NOROESTE,TK037394
METROPOLITANA NORTE,TK037395
METROPOLITANA NORTE,TK037396
SUR,TK037397
METROPOLITANA SUR,TK037398
SUR,TK037399
SUR,TK037400
METROPOLITANA SUR,TK037401
BAJIO,TK037402
METROPOLITANA NORTE,TK037403
BAJIO,TK037404
SUR,TK037405
BAJIO,TK037406
NORESTE,TK037407
METROPOLITANA SUR,TK037408
METROPOLITANA SUR,TK037409
NOROESTE,TK037410
OCCIDENTE,TK037411
NOROESTE,TK037412
OCCIDENTE,TK037413
SUR,TK037414
OCCIDENTE,TK037415
SUR,TK037416
NOROESTE,TK037417
NOROESTE,TK037418
NOROESTE,TK037419
SURESTE,TK037420
BAJIO,TK037421
METROPOLITANA SUR,TK037422
METROPOLITANA SUR,TK037423
NORESTE,TK037424
NOROESTE,TK037425
METROPOLITANA SUR,TK037426
SURESTE,TK037427
SUR,TK037428
METROPOLITANA SUR,TK037429
SUR,TK037430
SUR,TK037431
NOROESTE,TK037432
METROPOLITANA SUR,TK037433
NOROESTE,TK037434
NOROESTE,TK037435
BAJIO,TK037436
SUR,TK037437
METROPOLITANA NORTE,TK037438
NOROESTE,TK037439
SUR,TK037440
NOROESTE,TK037441
METROPOLITANA SUR,TK037442
SURESTE,TK037443
SUR,TK037444
NORESTE,TK037445
METROPOLITANA NORTE,TK037446
SUR,TK037447
BAJIO,TK037448
SUR,TK037449
NORESTE,TK037450
METROPOLITANA SUR,TK037451
SUR,TK037452
METROPOLITANA NORTE,TK037453
NORESTE,TK037454
METROPOLITANA NORTE,TK037455
BAJIO,TK037456
NORESTE,TK037457
NORESTE,TK037458
METROPOLITANA SUR,TK037459
OCCIDENTE,TK037460
SUR,TK037461
BAJIO,TK037462
METROPOLITANA NORTE,TK037463
METROPOLITANA SUR,TK037464
OCCIDENTE,TK037465
NORESTE,TK037466
METROPOLITANA NORTE,TK037467
NORESTE,TK037468
NORESTE,TK037469
SUR,TK037470
METROPOLITANA SUR,TK037471
NORESTE,TK037472
METROPOLITANA SUR,TK037473
BAJIO,TK037474
SURESTE,TK037475
OCCIDENTE,TK037476
BAJIO,TK037477
BAJIO,TK037478
SUR,TK037479
METROPOLITANA SUR,TK037480
METROPOLITANA NORTE,TK037481
METROPOLITANA NORTE,TK037482
OCCIDENTE,TK037483
NORESTE,TK037484
BAJIO,TK037485
OCCIDENTE,TK037486
METROPOLITANA NORTE,TK037487
SUR,TK037488
METROPOLITANA NORTE,TK037489
SURESTE,TK037490
METROPOLITANA SUR,TK037491
SURESTE,TK037492
NORESTE,TK037493
METROPOLITANA NORTE,TK037494
METROPOLITANA NORTE,TK037495
OCCIDENTE,TK037496
BAJIO,TK037497
SUR,TK037498
NORESTE,TK037499
NORESTE,TK037500
METROPOLITANA SUR,TK037501
METROPOLITANA SUR,TK037502
SURESTE,TK037503
METROPOLITANA NORTE,TK037504
METROPOLITANA SUR,TK037505
NORESTE,TK037506
NORESTE,TK037507
NORESTE,TK037508
METROPOLITANA SUR,TK037509
NOROESTE,TK037510
NOROESTE,TK037511
BAJIO,TK037512
OCCIDENTE,TK037513
OCCIDENTE,TK037514
NORESTE,TK037515
BAJIO,TK037516
NOROESTE,TK037517
NOROESTE,TK037518
NORESTE,TK037519
BAJIO,TK037520
SUR,TK037521
BAJIO,TK037522
SUR,TK037523
SUR,TK037524
OCCIDENTE,TK037525
SUR,TK037526
OCCIDENTE,TK037527
OCCIDENTE,TK037528
NORESTE,TK037529
METROPOLITANA SUR,TK037530
NORESTE,TK037531
BAJIO,TK037532
SUR,TK037533
SURESTE,TK037534
OCCIDENTE,TK037535
OCCIDENTE,TK037536
NOROESTE,TK037537
METROPOLITANA NORTE,TK037538
SUR,TK037539
OCCIDENTE,TK037540
SUR,TK037541
METROPOLITANA SUR,TK037542
BAJIO,TK037543
SURESTE,TK037544
METROPOLITANA NORTE,TK037545
METROPOLITANA SUR,TK037546
METROPOLITANA SUR,TK037547
METROPOLITANA SUR,TK037548
SUR,TK037549
SUR,TK037550
METROPOLITANA SUR,TK037551
METROPOLITANA NORTE,TK037552
METROPOLITANA NORTE,TK037553
METROPOLITANA NORTE,TK037554
NOROESTE,TK037555
METROPOLITANA NORTE,TK037556
METROPOLITANA SUR,TK037557
SURESTE,TK037558
METROPOLITANA SUR,TK037559
METROPOLITANA SUR,TK037560
BAJIO,TK037561
SURESTE,TK037562
NOROESTE,TK037563
SURESTE,TK037564
METROPOLITANA SUR,TK037565
OCCIDENTE,TK037566
METROPOLITANA SUR,TK037567
METROPOLITANA SUR,TK037568
BAJIO,TK037569
SURESTE,TK037570
SURESTE,TK037571
SURESTE,TK037572
SUR,TK037573
SUR,TK037574
SUR,TK037575
NOROESTE,TK037576
OCCIDENTE,TK037577
SUR,TK037578
NORESTE,TK037579
SUR,TK037580
METROPOLITANA SUR,TK037581
METROPOLITANA NORTE,TK037582
NOROESTE,TK037583
METROPOLITANA SUR,TK037584
SUR,TK037585
METROPOLITANA NORTE,TK037586
SURESTE,TK037587
SURESTE,TK037588
METROPOLITANA SUR,TK037589
SURESTE,TK037590
BAJIO,TK037591
NOROESTE,TK037592
BAJIO,TK037593
NOROESTE,TK037594
METROPOLITANA NORTE,TK037595
SURESTE,TK037596
OCCIDENTE,TK037597
SUR,TK037598
OCCIDENTE,TK037599
NOROESTE,TK037600
METROPOLITANA SUR,TK037601
SUR,TK037602
METROPOLITANA NORTE,TK037603
METROPOLITANA NORTE,TK037604
BAJIO,TK037605
SURESTE,TK037606
METROPOLITANA SUR,TK037607
SUR,TK037608
SUR,TK037609
METROPOLITANA SUR,TK037610
BAJIO,TK037611
SUR,TK037612
SUR,TK037613
NOROESTE,TK037614
OCCIDENTE,TK037615
NOROESTE,TK037616
BAJIO,TK037617
SURESTE,TK037618
SUR,TK037619
SUR,TK037620
SURESTE,TK037621
BAJIO,TK037622
METROPOLITANA NORTE,TK037623
OCCIDENTE,TK037624
METROPOLITANA SUR,TK037625
OCCIDENTE,TK037626
SUR,TK037627
BAJIO,TK037628
BAJIO,TK037629
SURESTE,TK037630
NORESTE,TK037631
SUR,TK037632
BAJIO,TK037633
METROPOLITANA NORTE,TK037634
METROPOLITANA NORTE,TK037635
METROPOLITANA SUR,TK037636
BAJIO,TK037637
SUR,TK037638
METROPOLITANA SUR,TK037639
METROPOLITANA SUR,TK037640
NOROESTE,TK037641
SUR,TK037642
SURESTE,TK037643
NOROESTE,TK037644
BAJIO,TK037645
BAJIO,TK037646
NOROESTE,TK037647
METROPOLITANA NORTE,TK037648
SUR,TK037649
BAJIO,TK037650
SUR,TK037651
NOROESTE,TK037652
NOROESTE,TK037653
METROPOLITANA SUR,TK037654
METROPOLITANA SUR,TK037655
SUR,TK037656
BAJIO,TK037657
BAJIO,TK037658
SUR,TK037659
NORESTE,TK037660
METROPOLITANA NORTE,TK037661
METROPOLITANA SUR,TK037662
OCCIDENTE,TK037663
SURESTE,TK037664
NOROESTE,TK037665
METROPOLITANA NORTE,TK037666
METROPOLITANA SUR,TK037667
BAJIO,TK037668
SUR,TK037669
SUR,TK037670
NORESTE,TK037671
NORESTE,TK037672
NOROESTE,TK037673
METROPOLITANA SUR,TK037674
SUR,TK037675
SUR,TK037676
NOROESTE,TK037677
BAJIO,TK037678
METROPOLITANA SUR,TK037679
SUR,TK037680
OCCIDENTE,TK037681
SUR,TK037682
SUR,TK037683
NORESTE,TK037684
NORESTE,TK037685
METROPOLITANA SUR,TK037686
METROPOLITANA SUR,TK037687
METROPOLITANA SUR,TK037688
SURESTE,TK037689
NOROESTE,TK037690
SUR,TK037691
NOROESTE,TK037692
NORESTE,TK037693
METROPOLITANA NORTE,TK037694
METROPOLITANA SUR,TK037695
BAJIO,TK037696
METROPOLITANA NORTE,TK037697
NORESTE,TK037698
NORESTE,TK037699
METROPOLITANA SUR,TK037700
METROPOLITANA SUR,TK037701
SURESTE,TK037702
SUR,TK037703
NOROESTE,TK037704
METROPOLITANA SUR,TK037705
METROPOLITANA NORTE,TK037706
NORESTE,TK037707
BAJIO,TK037708
OCCIDENTE,TK037709
METROPOLITANA NORTE,TK037710
NORESTE,TK037711
SUR,TK037712
BAJIO,TK037713
SURESTE,TK037714
OCCIDENTE,TK037715
BAJIO,TK037716
SURESTE,TK037717
METROPOLITANA NORTE,TK037718
OCCIDENTE,TK037719
SUR,TK037720
NORESTE,TK037721
BAJIO,TK037722
METROPOLITANA NORTE,TK037723
BAJIO,TK037724
SUR,TK037725
OCCIDENTE,TK037726
NOROESTE,TK037727
BAJIO,TK037728
SUR,TK037729
METROPOLITANA NORTE,TK037730
OCCIDENTE,TK037731
NORESTE,TK037732
OCCIDENTE,TK037733
BAJIO,TK037734
METROPOLITANA SUR,TK037735
SURESTE,TK037736
NOROESTE,TK037737
METROPOLITANA SUR,TK037738
METROPOLITANA SUR,TK037739
METROPOLITANA SUR,TK037740
NOROESTE,TK037741
NOROESTE,TK037742
BAJIO,TK037743
BAJIO,TK037744
SUR,TK037745
NOROESTE,TK037746
NORESTE,TK037747
OCCIDENTE,TK037748
SURESTE,TK037749
SUR,TK037750
METROPOLITANA SUR,TK037751
NORESTE,TK037752
NORESTE,TK037753
METROPOLITANA SUR,TK037754
NORESTE,TK037755
METROPOLITANA SUR,TK037756
SUR,TK037757
METROPOLITANA SUR,TK037758
METROPOLITANA NORTE,TK037759
METROPOLITANA NORTE,TK037760
METROPOLITANA SUR,TK037761
OCCIDENTE,TK037762
BAJIO,TK037763
NORESTE,TK037764
SUR,TK037765
SUR,TK037766
NORESTE,TK037767
METROPOLITANA NORTE,TK037768
METROPOLITANA SUR,TK037769
SUR,TK037770
BAJIO,TK037771
SURESTE,TK037772
SURESTE,TK037773
NOROESTE,TK037774
METROPOLITANA NORTE,TK037775
BAJIO,TK037776
NOROESTE,TK037777
BAJIO,TK037778
BAJIO,TK037779
METROPOLITANA SUR,TK037780
SUR,TK037781
SUR,TK037782
SURESTE,TK037783
BAJIO,TK037784
NOROESTE,TK037785
METROPOLITANA SUR,TK037786
SUR,TK037787
SUR,TK037788
NORESTE,TK037789
NORESTE,TK037790
METROPOLITANA NORTE,TK037791
METROPOLITANA NORTE,TK037792
NORESTE,TK037793
OCCIDENTE,TK037794
BAJIO,TK037795
SURESTE,TK037796
NORESTE,TK037797
METROPOLITANA NORTE,TK037798
OCCIDENTE,TK037799
BAJIO,TK037800
BAJIO,TK037801
METROPOLITANA NORTE,TK037802
NOROESTE,TK037803
OCCIDENTE,TK037804
METROPOLITANA SUR,TK037805
METROPOLITANA SUR,TK037806
NOROESTE,TK037807
SUR,TK037808
BAJIO,TK037809
NORESTE,TK037810
NORESTE,TK037811
METROPOLITANA NORTE,TK037812
SUR,TK037813
NORESTE,TK037814
NOROESTE,TK037815
SURESTE,TK037816
BAJIO,TK037817
OCCIDENTE,TK037818
METROPOLITANA SUR,TK037819
SUR,TK037820
SUR,TK037821
BAJIO,TK037822
OCCIDENTE,TK037823
SUR,TK037824
BAJIO,TK037825
BAJIO,TK037826
BAJIO,TK037827
OCCIDENTE,TK037828
SURESTE,TK037829
METROPOLITANA SUR,TK037830
SUR,TK037831
BAJIO,TK037832
METROPOLITANA NORTE,TK037833
SUR,TK037834
OCCIDENTE,TK037835
SURESTE,TK037836
METROPOLITANA SUR,TK037837
OCCIDENTE,TK037838
NOROESTE,TK037839
BAJIO,TK037840
OCCIDENTE,TK037841
BAJIO,TK037842
METROPOLITANA NORTE,TK037843
METROPOLITANA NORTE,TK037844
OCCIDENTE,TK037845
NORESTE,TK037846
NORESTE,TK037847
BAJIO,TK037848
SUR,TK037849
METROPOLITANA SUR,TK037850
NOROESTE,TK037851
METROPOLITANA NORTE,TK037852
NORESTE,TK037853
SUR,TK037854
SURESTE,TK037855
BAJIO,TK037856
SURESTE,TK037857
METROPOLITANA NORTE,TK037858
SUR,TK037859
OCCIDENTE,TK037860
OCCIDENTE,TK037861
SURESTE,TK037862
SURESTE,TK037863
METROPOLITANA NORTE,TK037864
BAJIO,TK037865
NOROESTE,TK037866
NOROESTE,TK037867
NOROESTE,TK037868
OCCIDENTE,TK037869
OCCIDENTE,TK037870
METROPOLITANA NORTE,TK037871
NORESTE,TK037872
SUR,TK037873
NORESTE,TK037874
SURESTE,TK037875
NOROESTE,TK037876
OCCIDENTE,TK037877
SUR,TK037878
METROPOLITANA NORTE,TK037879
METROPOLITANA NORTE,TK037880
BAJIO,TK037881
NORESTE,TK037882
BAJIO,TK037883
METROPOLITANA NORTE,TK037884
OCCIDENTE,TK037885
METROPOLITANA NORTE,TK037886
SUR,TK037887
SUR,TK037888
METROPOLITANA NORTE,TK037889
NORESTE,TK037890
METROPOLITANA SUR,TK037891
METROPOLITANA SUR,TK037892
SUR,TK037893
NOROESTE,TK037894
OCCIDENTE,TK037895
BAJIO,TK037896
OCCIDENTE,TK037897
METROPOLITANA SUR,TK037898
METROPOLITANA SUR,TK037899
NOROESTE,TK037900
BAJIO,TK037901
BAJIO,TK037902
SUR,TK037903
SUR,TK037904
NORESTE,TK037905
BAJIO,TK037906
NORESTE,TK037907
BAJIO,TK037908
OCCIDENTE,TK037909
NORESTE,TK037910
SUR,TK037911
BAJIO,TK037912
OCCIDENTE,TK037913
METROPOLITANA NORTE,TK037914
SUR,TK037915
SUR,TK037916
METROPOLITANA NORTE,TK037917
METROPOLITANA SUR,TK037918
OCCIDENTE,TK037919
BAJIO,TK037920
METROPOLITANA NORTE,TK037921
BAJIO,TK037922
NOROESTE,TK037923
NOROESTE,TK037924
METROPOLITANA SUR,TK037925
SUR,TK037926
SUR,TK037927
BAJIO,TK037928
METROPOLITANA NORTE,TK037929
OCCIDENTE,TK037930
SUR,TK037931
SUR,TK037932
BAJIO,TK037933
SUR,TK037934
OCCIDENTE,TK037935
SURESTE,TK037936
OCCIDENTE,TK037937
SURESTE,TK037938
BAJIO,TK037939
METROPOLITANA SUR,TK037940
METROPOLITANA NORTE,TK037941
SUR,TK037942
NOROESTE,TK037943
SUR,TK037944
BAJIO,TK037945
NOROESTE,TK037946
OCCIDENTE,TK037947
NOROESTE,TK037948
SUR,TK037949
METROPOLITANA NORTE,TK037950
OCCIDENTE,TK037951
METROPOLITANA SUR,TK037952
OCCIDENTE,TK037953
NORESTE,TK037954
SUR,TK037955
METROPOLITANA SUR,TK037956
OCCIDENTE,TK037957
SUR,TK037958
OCCIDENTE,TK037959
SURESTE,TK037960
METROPOLITANA SUR,TK037961
SUR,TK037962
BAJIO,TK037963
NOROESTE,TK037964
NORESTE,TK037965
NOROESTE,TK037966
SUR,TK037967
SURESTE,TK037968
METROPOLITANA NORTE,TK037969
METROPOLITANA SUR,TK037970
METROPOLITANA NORTE,TK037971
METROPOLITANA NORTE,TK037972
METROPOLITANA SUR,TK037973
NOROESTE,TK037974
BAJIO,TK037975
NOROESTE,TK037976
BAJIO,TK037977
METROPOLITANA SUR,TK037978
OCCIDENTE,TK037979
METROPOLITANA SUR,TK037980
METROPOLITANA SUR,TK037981
BAJIO,TK037982
NOROESTE,TK037983
SUR,TK037984
SUR,TK037985
OCCIDENTE,TK037986
SURESTE,TK037987
METROPOLITANA NORTE,TK037988
METROPOLITANA NORTE,TK037989
BAJIO,TK037990
METROPOLITANA NORTE,TK037991
BAJIO,TK037992
OCCIDENTE,TK037993
METROPOLITANA NORTE,TK037994
METROPOLITANA NORTE,TK037995
METROPOLITANA SUR,TK037996
SUR,TK037997
BAJIO,TK037998
OCCIDENTE,TK037999
METROPOLITANA SUR,TK038000
OCCIDENTE,TK038001
NOROESTE,TK038002
OCCIDENTE,TK038003
SUR,TK038004
METROPOLITANA SUR,TK038005
METROPOLITANA SUR,TK038006
NORESTE,TK038007
OCCIDENTE,TK038008
METROPOLITANA SUR,TK038009
NORESTE,TK038010
OCCIDENTE,TK038011
SURESTE,TK038012
OCCIDENTE,TK038013
OCCIDENTE,TK038014
SUR,TK038015
OCCIDENTE,TK038016
SURESTE,TK038017
OCCIDENTE,TK038018
SUR,TK038019
METROPOLITANA NORTE,TK038020
SUR,TK038021
BAJIO,TK038022
METROPOLITANA SUR,TK038023
NOROESTE,TK038024
SURESTE,TK038025
NORESTE,TK038026
NOROESTE,TK038027
METROPOLITANA NORTE,TK038028
METROPOLITANA NORTE,TK038029
METROPOLITANA NORTE,TK038030
BAJIO,TK038031
METROPOLITANA NORTE,TK038032
SURESTE,TK038033
METROPOLITANA NORTE,TK038034
METROPOLITANA SUR,TK038035
BAJIO,TK038036
NORESTE,TK038037
OCCIDENTE,TK038038
SUR,TK038039
NOROESTE,TK038040
OCCIDENTE,TK038041
BAJIO,TK038042
NOROESTE,TK038043
BAJIO,TK038044
NOROESTE,TK038045
OCCIDENTE,TK038046
NORESTE,TK038047
SURESTE,TK038048
METROPOLITANA NORTE,TK038049
NOROESTE,TK038050
METROPOLITANA SUR,TK038051
SURESTE,TK038052
SUR,TK038053
METROPOLITANA NORTE,TK038054
OCCIDENTE,TK038055
METROPOLITANA NORTE,TK038056
OCCIDENTE,TK038057
NOROESTE,TK038058
SUR,TK038059
BAJIO,TK038060
NOROESTE,TK038061
METROPOLITANA NORTE,TK038062
SUR,TK038063
METROPOLITANA NORTE,TK038064
NOROESTE,TK038065
OCCIDENTE,TK038066
METROPOLITANA SUR,TK038067
NORESTE,TK038068
SURESTE,TK038069
SURESTE,TK038070
METROPOLITANA NORTE,TK038071
SUR,TK038072
NORESTE,TK038073
BAJIO,TK038074
METROPOLITANA NORTE,TK038075
BAJIO,TK038076
NOROESTE,TK038077
NOROESTE,TK038078
OCCIDENTE,TK038079
METROPOLITANA NORTE,TK038080
METROPOLITANA SUR,TK038081
BAJIO,TK038082
NOROESTE,TK038083
METROPOLITANA NORTE,TK038084
NOROESTE,TK038085
BAJIO,TK038086
BAJIO,TK038087
NOROESTE,TK038088
BAJIO,TK038089
SUR,TK038090
NOROESTE,TK038091
OCCIDENTE,TK038092
NORESTE,TK038093
NOROESTE,TK038094
SUR,TK038095
NORESTE,TK038096
BAJIO,TK038097
METROPOLITANA SUR,TK038098
OCCIDENTE,TK038099
METROPOLITANA NORTE,TK038100
METROPOLITANA NORTE,TK038101
OCCIDENTE,TK038102
SURESTE,TK038103
METROPOLITANA SUR,TK038104
BAJIO,TK038105
NOROESTE,TK038106
NOROESTE,TK038107
BAJIO,TK038108
OCCIDENTE,TK038109
OCCIDENTE,TK038110
METROPOLITANA SUR,TK038111
SURESTE,TK038112
BAJIO,TK038113
METROPOLITANA NORTE,TK038114
METROPOLITANA NORTE,TK038115
